name,brand,family,model,vram_gb,base_ghz,boost_ghz,release_year,process_nm,directx,opengl,shader_model,architecture,bus_interface,memory_type
PNY VCQ4000MAC-PB,,,PNY VCQ4000MAC-PB,2.0,,,,,,,,,,
EVGA 02G-P4-2682-KR,,,EVGA 02G-P4-2682-KR,2.0,1058.0,,,,,,,,,
EVGA 02G-P4-2670-KR,,,EVGA 02G-P4-2670-KR,2.0,915.0,,,,,,,,,
Galaxy 67NPH6DV6KXZ,,,Galaxy 67NPH6DV6KXZ,2.0,1006.0,,,,,,,,,
ECS NGT430C-2GQKL-F,,,ECS NGT430C-2GQKL-F,2.0,700.0,,,,,,,,,
EVGA 02G-P3-2617-KR,,,EVGA 02G-P3-2617-KR,2.0,,,,,,,,,,
Zotac ZT-60102-10P,,,Zotac ZT-60102-10P,2.0,1098.0,,,,,,,,,
Sapphire 100352FLEX,,,Sapphire 100352FLEX,3.0,860.0,,,,,,,,,
MSI R7970 PE 3GD5,,,MSI R7970 PE 3GD5,3.0,925.0,,,,,,,,,
PowerColor AX7850 2GBD5-DH,,,PowerColor AX7850 2GBD5-DH,2.0,860.0,,,,,,,,,
VisionTek 900530,,,VisionTek 900530,0.5,650.0,,,,,,,,,
MSI N640GT-MD2GD3/OC,,,MSI N640GT-MD2GD3/OC,2.0,941.0,,,,,,,,,
Asus GTX680-DC2T-2GD5,,,Asus GTX680-DC2T-2GD5,2.0,1137.0,,,,,,,,,
PNY VCGGT6302XPB,,,PNY VCGGT6302XPB,2.0,780.0,,,,,,,,,
XFX GT630NZDF2,,,XFX GT630NZDF2,1.0,810.0,,,,,,,,,
ECS NGT430C-1GQM-F2,,,ECS NGT430C-1GQM-F2,1.0,700.0,,,,,,,,,
ECS NGT520C-1GQM-F2,,,ECS NGT520C-1GQM-F2,1.0,810.0,,,,,,,,,
EVGA 02G-P4-2684-KR,,,EVGA 02G-P4-2684-KR,2.0,1058.0,,,,,,,,,
MSI N640GT-MD1GD3,,,MSI N640GT-MD1GD3,1.0,,,,,,,,,,
PNY VCGGT610XPB,,,PNY VCGGT610XPB,1.0,810.0,,,,,,,,,
Asus HD7870-DC2-2GD5-V2,,,Asus HD7870-DC2-2GD5-V2,2.0,1000.0,,,,,,,,,
MSI N630GT-MD2GD3,,,MSI N630GT-MD2GD3,2.0,810.0,,,,,,,,,
MSI N630GT-MD4GD3,,,MSI N630GT-MD4GD3,4.0,810.0,,,,,,,,,
EVGA 02G-P4-2685-KR,,,EVGA 02G-P4-2685-KR,2.0,1084.0,,,,,,,,,
Asus HD7850-DC2T-2GD5-V2,,,Asus HD7850-DC2T-2GD5-V2,2.0,1000.0,,,,,,,,,
MSI N550GTX-Ti MD1GD5 V2,,,MSI N550GTX-Ti MD1GD5 V2,1.0,900.0,,,,,,,,,
HIS H795QT3G2M,,,HIS H795QT3G2M,3.0,900.0,,,,,,,,,
MSI N620GT-MD2GD3/LP,,,MSI N620GT-MD2GD3/LP,2.0,700.0,,,,,,,,,
XFX FX797GTDFC,,,XFX FX797GTDFC,3.0,1050.0,,,,,,,,,
MSI N660Ti-PE-2GD5,,,MSI N660Ti-PE-2GD5,2.0,915.0,,,,,,,,,
Gigabyte GV-N66TOC-2GD,,,Gigabyte GV-N66TOC-2GD,2.0,1032.0,,,,,,,,,
Galaxy 66NNH7DV6WXZ,,,Galaxy 66NNH7DV6WXZ,3.0,1006.0,,,,,,,,,
PNY VCGGTX660TXPB-C,,,PNY VCGGTX660TXPB-C,2.0,915.0,,,,,,,,,
Sapphire 100354FLEX,,,Sapphire 100354FLEX,2.0,1000.0,,,,,,,,,
EVGA 01G-P3-2615-KR,,,EVGA 01G-P3-2615-KR,1.0,810.0,,,,,,,,,
EVGA 01G-P3-2632-KR,,,EVGA 01G-P3-2632-KR,1.0,810.0,,,,,,,,,
EVGA 01G-P3-2625-KR,,,EVGA 01G-P3-2625-KR,1.0,700.0,,,,,,,,,
ECS GT620C-1GR3-QFT,,,ECS GT620C-1GR3-QFT,1.0,700.0,,,,,,,,,
XFX GT-610N-CNF2,,,XFX GT-610N-CNF2,2.0,810.0,,,,,,,,,
Zotac ZT-60404-10L,,,Zotac ZT-60404-10L,1.0,810.0,,,,,,,,,
HIS H795QC3G2M,,,HIS H795QC3G2M,3.0,850.0,,,,,,,,,
Sapphire 100351-6GVXSR,,,Sapphire 100351-6GVXSR,6.0,1100.0,,,,,,,,,
EVGA 03G-P4-3661-KR,,,EVGA 03G-P4-3661-KR,3.0,915.0,,,,,,,,,
MSI N660 TF 2GD5,,,MSI N660 TF 2GD5,2.0,980.0,,,,,,,,,
PNY VCGGTX6501XPB,,,PNY VCGGTX6501XPB,1.0,1058.0,,,,,,,,,
PNY VCGGTX660TXPB,,,PNY VCGGTX660TXPB,2.0,915.0,,,,,,,,,
EVGA 02G-P3-2639-KR,,,EVGA 02G-P3-2639-KR,2.0,810.0,,,,,,,,,
Asus GTX650TI-1GD5,,,Asus GTX650TI-1GD5,1.0,928.0,,,,,,,,,
Gigabyte GV-N65TOC-1GI,,,Gigabyte GV-N65TOC-1GI,1.0,1032.0,,,,,,,,,
Asus GTX670-DC2-4GD5,,,Asus GTX670-DC2-4GD5,4.0,915.0,,,,,,,,,
Gigabyte GV-N670OC-4GD,,,Gigabyte GV-N670OC-4GD,4.0,980.0,,,,,,,,,
Galaxy 84GFF4HX2HXZ,,,Galaxy 84GFF4HX2HXZ,0.5,589.0,,,,,,,,,
Gigabyte GV-N680OC-4GD,,,Gigabyte GV-N680OC-4GD,4.0,1071.0,,,,,,,,,
Zotac ZT-60204-20L,,,Zotac ZT-60204-20L,2.0,900.0,,,,,,,,,
HIS H785Q2G2M,,,HIS H785Q2G2M,2.0,860.0,,,,,,,,,
Asus GT640-1GD3-L,,,Asus GT640-1GD3-L,1.0,901.0,,,,,,,,,
Sapphire 100352FLEX-2,,,Sapphire 100352FLEX-2,3.0,860.0,,,,,,,,,
EVGA 04G-P4-2649-KR,,,EVGA 04G-P4-2649-KR,4.0,901.0,,,,,,,,,
VisionTek 900431,,,VisionTek 900431,1.0,850.0,,,,,,,,,
Asus GTX650TI-DC2O-1GD5,,,Asus GTX650TI-DC2O-1GD5,1.0,954.0,,,,,,,,,
MSI N650TI 1GD5/OC,,,MSI N650TI 1GD5/OC,1.0,954.0,,,,,,,,,
PNY VCGGTX650T1XPB,,,PNY VCGGTX650T1XPB,1.0,928.0,,,,,,,,,
PowerColor AX7970 3GBD5-2DH,,,PowerColor AX7970 3GBD5-2DH,3.0,925.0,,,,,,,,,
Sapphire 100358L,,,Sapphire 100358L,1.0,1000.0,,,,,,,,,
Sparkle 700003,,,Sparkle 700003,2.0,,,,,,,,,,
Sparkle 700007,,,Sparkle 700007,1.0,810.0,,,,,,,,,
Sparkle 700008,,,Sparkle 700008,2.0,810.0,,,,,,,,,
Zotac ZT-50404-10L,,,Zotac ZT-50404-10L,1.0,900.0,,,,,,,,,
Zotac ZT-61101-10M,,,Zotac ZT-61101-10M,1.0,941.0,,,,,,,,,
Asus GTX650-DCO-1GD5,,,Asus GTX650-DCO-1GD5,1.0,1137.0,,,,,,,,,
Sapphire 11197-12-40G,,,Sapphire 11197-12-40G,3.0,1000.0,,,,,,,,,
PowerColor AX7990 6GBD5-2DHJ,,,PowerColor AX7990 6GBD5-2DHJ,6.0,900.0,,,,,,,,,
Asus GTX650-E-1GD5,,,Asus GTX650-E-1GD5,1.0,1071.0,,,,,,,,,
Sapphire 100354XTL,,,Sapphire 100354XTL,2.0,925.0,,,,,,,,,
Asus ROG Ares II,,,Asus ROG Ares II,6.0,1050.0,,,,,,,,,
XFX FX797ATDJC,,,XFX FX797ATDJC,3.0,925.0,,,,,,,,,
Sparkle 700026,,,Sparkle 700026,1.0,1124.0,,,,,,,,,
HIS H785QT4G2M,,,HIS H785QT4G2M,4.0,1000.0,,,,,,,,,
MSI R7870-2GD5T/OC,,,MSI R7870-2GD5T/OC,2.0,1050.0,,,,,,,,,
Sapphire 100352-3L,,,Sapphire 100352-3L,3.0,850.0,,,,,,,,,
Gigabyte GV-R779OC-1GD,,,Gigabyte GV-R779OC-1GD,1.0,1075.0,,,,,,,,,
Asus HD7790-DC2OC-1GD5,,,Asus HD7790-DC2OC-1GD5,1.0,1075.0,,,,,,,,,
EVGA 02G-P4-3657-KR BOOST,,,EVGA 02G-P4-3657-KR BOOST,2.0,980.0,,,,,,,,,
Galaxy 65NPH7DN7WGU BOOST,,,Galaxy 65NPH7DN7WGU BOOST,2.0,980.0,,,,,,,,,
Asus HD6570-2GD3-L,,,Asus HD6570-2GD3-L,2.0,650.0,,,,,,,,,
EVGA 03G-P4-2667-KR,,,EVGA 03G-P4-2667-KR,3.0,1072.0,,,,,,,,,
EVGA 02G-P4-2668-KR,,,EVGA 02G-P4-2668-KR,2.0,1072.0,,,,,,,,,
Asus GTX650TIB-DC2OC-2GD5 BOOST,,,Asus GTX650TIB-DC2OC-2GD5 BOOST,2.0,1020.0,,,,,,,,,
Asus GTX670-DCMOC-2GD5,,,Asus GTX670-DCMOC-2GD5,2.0,928.0,,,,,,,,,
EVGA 02G-P4-3682-KR,,,EVGA 02G-P4-3682-KR,2.0,1006.0,,,,,,,,,
Gigabyte GV-N640OC-2GI Rev2.0,,,Gigabyte GV-N640OC-2GI Rev2.0,2.0,900.0,,,,,,,,,
Zotac ZT-70201-10P,,,Zotac ZT-70201-10P,3.0,863.0,,,,,,,,,
Gigabyte GV-N780D5-3GD-B,,,Gigabyte GV-N780D5-3GD-B,3.0,863.0,,,,,,,,,
Zotac ZT-60607-10L,,,Zotac ZT-60607-10L,1.0,810.0,,,,,,,,,
Sapphire 11196-15-40G,,,Sapphire 11196-15-40G,3.0,800.0,,,,,,,,,
Sapphire 11196-19-20G,,,Sapphire 11196-19-20G,3.0,850.0,,,,,,,,,
Sapphire 11197-11-40G,,,Sapphire 11197-11-40G,3.0,925.0,,,,,,,,,
Sapphire 11199-10-40G,,,Sapphire 11199-10-40G,2.0,1000.0,,,,,,,,,
Zotac ZT-60408-20L,,,Zotac ZT-60408-20L,1.0,902.0,,,,,,,,,
Jaton Video-PX658-DLP-EX,,,Jaton Video-PX658-DLP-EX,2.0,,,,,,,,,,
EVGA 02G-P4-2761-KR,,,EVGA 02G-P4-2761-KR,2.0,980.0,,,,,,,,,
EVGA 02G-P4-2760-KR,,,EVGA 02G-P4-2760-KR,2.0,980.0,,,,,,,,,
Gigabyte GV-N65TBOC-1GD,,,Gigabyte GV-N65TBOC-1GD,1.0,1032.0,,,,,,,,,
Jaton Video-PX610GT-LX,,,Jaton Video-PX610GT-LX,1.0,400.0,,,,,,,,,
Galaxy 77NPH6DT8KXZ,,,Galaxy 77NPH6DT8KXZ,2.0,1202.0,1254.0,,,,,,,,
MSI N770-2GD5/OC,,,MSI N770-2GD5/OC,2.0,1072.0,1124.0,,,,,,,,
EVGA Dual FTW,,,EVGA Dual FTW,3.0,980.0,1033.0,,,,,,,,
MSI N780,,,MSI N780,3.0,980.0,1033.0,,,,,,,,
Asus HD7790-DC2OC-2GD5,,,Asus HD7790-DC2OC-2GD5,2.0,1075.0,,,,,,,,,
XFX Double D FX-795A-TDKC,,,XFX Double D FX-795A-TDKC,3.0,925.0,,,,,,,,,
Sapphire 100361SR,,,Sapphire 100361SR,4.0,772.0,,,,,,,,,
Sapphire 100368L R7 250,,,Sapphire 100368L R7 250,1.0,1000.0,1050.0,,,,,,,,
EVGA 02G-P4-3063-KR,,,EVGA 02G-P4-3063-KR,2.0,1072.0,1137.0,,,,,,,,
Gigabyte GV-N210D3-1GI REV6.0,,,Gigabyte GV-N210D3-1GI REV6.0,1.0,520.0,,,,,,,,,
Jaton Video-PX658-DLP-LX,,,Jaton Video-PX658-DLP-LX,1.0,,,,,,,,,,
MSI N650-MD1GD5/OC BOM,,,MSI N650-MD1GD5/OC BOM,1.0,1071.0,,,,,,,,,
HIS H290XF4GD,,,HIS H290XF4GD,4.0,772.0,1000.0,,,,,,,,
Gigabyte GV-N78TD5-3GD-B,,,Gigabyte GV-N78TD5-3GD-B,3.0,876.0,,,,,,,,,
Club 3D CGAX-4872DDO,,,Club 3D CGAX-4872DDO,0.5,800.0,,,,,,,,,
PNY VCGGTX7702XPB-CG,,,PNY VCGGTX7702XPB-CG,2.0,1150.0,1202.0,,,,,,,,
Zotac ZT-61106-10M,,,Zotac ZT-61106-10M,1.0,928.0,,,,,,,,,
Diamond R9290XD54G,,,Diamond R9290XD54G,4.0,947.0,,,,,,,,,
MSI R7 240 2GD3 LP,,,MSI R7 240 2GD3 LP,2.0,730.0,780.0,,,,,,,,
PowerColor AX6450 1GBK3-MH,,,PowerColor AX6450 1GBK3-MH,1.0,625.0,,,,,,,,,
XFX FX-797A-TDKC,,,XFX FX-797A-TDKC,3.0,925.0,,,,,,,,,
XFX FX-799A-6NF9,,,XFX FX-799A-6NF9,6.0,950.0,1000.0,,,,,,,,
MSI R9 290 4GD5,,,MSI R9 290 4GD5,4.0,947.0,,,,,,,,,
Zotac ZT-60412-10L,,,Zotac ZT-60412-10L,1.0,700.0,,,,,,,,,
Gigabyte GV-N750OC-1GI,,,Gigabyte GV-N750OC-1GI,1.0,1059.0,1137.0,,,,,,,,
Sapphire 100368DP,,,Sapphire 100368DP,1.0,800.0,,,,,,,,,
MSI R9 290X,,,MSI R9 290X,4.0,1080.0,,,,,,,,,
Sapphire 100367VXL,,,Sapphire 100367VXL,1.0,1100.0,,,,,,,,,
Sapphire 100369LP,,,Sapphire 100369LP,2.0,780.0,,,,,,,,,
PowerColor AX7870 2GBD5-2DHV5E/OC,,,PowerColor AX7870 2GBD5-2DHV5E/OC,2.0,1030.0,,,,,,,,,
MSI R7 250X 1GD5,,,MSI R7 250X 1GD5,1.0,1000.0,,,,,,,,,
HIS H295LF8G4M,,,HIS H295LF8G4M,8.0,947.0,1018.0,,,,,,,,
Inno3D N760-3SDN-E5DSX,,,Inno3D N760-3SDN-E5DSX,2.0,1006.0,1059.0,,,,,,,,
MSI R9 295X2 8GD5,,,MSI R9 295X2 8GD5,8.0,1018.0,,,,,,,,,
VisionTek 900703,,,VisionTek 900703,8.0,947.0,1018.0,,,,,,,,
Sapphire 100360OCSR,,,Sapphire 100360OCSR,8.0,1030.0,,,,,,,,,
EVGA Classified K|NGP|N Edition,,,EVGA Classified K|NGP|N Edition,3.0,876.0,928.0,,,,,,,,
Gigabyte GV-N740D5OC-1GI,,,Gigabyte GV-N740D5OC-1GI,1.0,1071.0,,,,,,,,,
Gigabyte GV-N740D5OC-2GI,,,Gigabyte GV-N740D5OC-2GI,2.0,1071.0,,,,,,,,,
MSI N740-2GD5,,,MSI N740-2GD5,2.0,1006.0,,,,,,,,,
MSI GAMING ITX,,,MSI GAMING ITX,2.0,1030.0,1080.0,,,,,,,,
HIS iCooler,,,HIS iCooler,2.0,,1100.0,,,,,,,,
EVGA 01G-P3-2730-KR,,,EVGA 01G-P3-2730-KR,1.0,700.0,,,,,,,,,
Asus GT740-OC-1GD5,,,Asus GT740-OC-1GD5,1.0,1033.0,,,,,,,,,
HIS H260XFN1GD,,,HIS H260XFN1GD,1.0,,1000.0,,,,,,,,
Zotac ZT-71001-10L,,,Zotac ZT-71001-10L,2.0,993.0,,,,,,,,,
Zotac ZT-71003-10L,,,Zotac ZT-71003-10L,1.0,993.0,,,,,,,,,
Diamond R5230D31G,,,Diamond R5230D31G,1.0,625.0,,,,,,,,,
XFX R5-230A-CLH2,,,XFX R5-230A-CLH2,2.0,625.0,,,,,,,,,
EVGA 01G-P3-3731-KR,,,EVGA 01G-P3-3731-KR,1.0,902.0,,,,,,,,,
MSI N740-2GD3,,,MSI N740-2GD3,2.0,1006.0,,,,,,,,,
Zotac ZT-70602-10M,,,Zotac ZT-70602-10M,2.0,1046.0,1124.0,,,,,,,,
Zotac ZT-71004-10L,,,Zotac ZT-71004-10L,2.0,993.0,,,,,,,,,
MSI R5 230 2GD3H LP,,,MSI R5 230 2GD3H LP,2.0,625.0,,,,,,,,,
Sapphire Eyefinity Edition,,,Sapphire Eyefinity Edition,1.0,800.0,,,,,,,,,
Zotac ZT-71002-10L,,,Zotac ZT-71002-10L,1.0,993.0,,,,,,,,,
Club 3D royalAce,,,Club 3D royalAce,4.0,1050.0,,,,,,,,,
Zotac ZT-70706-10M,,,Zotac ZT-70706-10M,1.0,1033.0,1111.0,,,,,,,,
EVGA 02G-P3-2724-KR,,,EVGA 02G-P3-2724-KR,2.0,797.0,,,,,,,,,
MSI N720-2GD3HLP,,,MSI N720-2GD3HLP,2.0,797.0,,,,,,,,,
Gigabyte GV-N730D5-2GI,,,Gigabyte GV-N730D5-2GI,2.0,902.0,,,,,,,,,
Gigabyte GV-N720D3-1GL,,,Gigabyte GV-N720D3-1GL,1.0,797.0,,,,,,,,,
PowerColor AXR9 280X 3GBD5-2DHE/OC,,,PowerColor AXR9 280X 3GBD5-2DHE/OC,3.0,880.0,1030.0,,,,,,,,
Palit NE5XTIZ010K7-P2080F,,,Palit NE5XTIZ010K7-P2080F,12.0,705.0,876.0,,,,,,,,
AMD FirePro V5800,AMD,,FirePro V5800,1.0,700.0,,,,,,,,,
AMD 100-505841,AMD,,100-505841,0.5,600.0,,,,,,,,,
AMD FirePro W8000,AMD,,FirePro W8000,4.0,900.0,,,,,,,,,
AMD FirePro R5000,AMD,,FirePro R5000,2.0,825.0,,,,,,,,,
AMD FirePro V3900,AMD,,FirePro V3900,1.0,650.0,,,,,,,,,
ATI FirePro W8000,,,ATI FirePro W8000,4.0,900.0,,,,,,,,,
ATI FirePro W8100,,,ATI FirePro W8100,8.0,824.0,,,,,,,,,
ATI FirePro V5800,,,ATI FirePro V5800,1.0,700.0,,,,,,,,,
ATI FirePro V5900,,,ATI FirePro V5900,2.0,600.0,,,,,,,,,
HP FirePro W7000,,,HP FirePro W7000,4.0,950.0,,,,,,,,,
ATI FirePro V7750,,,ATI FirePro V7750,1.0,800.0,,,,,,,,,
MSI N720-1GD5HLP,,,MSI N720-1GD5HLP,1.0,797.0,,,,,,,,,
MSI N720-2GD5HLP,,,MSI N720-2GD5HLP,2.0,797.0,,,,,,,,,
Gigabyte GV-N730D3-2GI,,,Gigabyte GV-N730D3-2GI,2.0,902.0,,,,,,,,,
Asus GT720-1GD3/CSM,,,Asus GT720-1GD3/CSM,1.0,797.0,,,,,,,,,
EVGA 02G-P4-2963-KR,,,EVGA 02G-P4-2963-KR,2.0,1127.0,1178.0,,,,,,,,
XFX HD-667X-CLF3,,,XFX HD-667X-CLF3,2.0,800.0,,,,,,,,,
Asus GTX750-DCSL-2GD5,,,Asus GTX750-DCSL-2GD5,2.0,1020.0,1085.0,,,,,,,,
PNY VCQK600-PB,,,PNY VCQK600-PB,1.0,876.0,,,,,,,,,
XFX R7-240D-CLF2,,,XFX R7-240D-CLF2,2.0,600.0,,,,,,,,,
Zogis Twin Vortex,,,Zogis Twin Vortex,2.0,1127.0,1178.0,,,,,,,,
Inno3D HerculeZ X4 Air Boss,,,Inno3D HerculeZ X4 Air Boss,4.0,1266.0,1367.0,,,,,,,,
EVGA 02G-P4-3740-KR,,,EVGA 02G-P4-3740-KR,2.0,993.0,,,,,,,,,
MSI N730K-2GD5LP/OC,,,MSI N730K-2GD5LP/OC,2.0,1006.0,,,,,,,,,
KFA2 Razor,,,KFA2 Razor,2.0,1020.0,1085.0,,,,,,,,
Gainward 426018336-3354,,,Gainward 426018336-3354,4.0,1051.0,1178.0,,,,,,,,
Gigabyte GV-NTITANXD5-12GD-B,,,Gigabyte GV-NTITANXD5-12GD-B,12.0,1000.0,1075.0,,,,,,,,
PowerColor AXR7 240 4GBK3-HE/OC,,,PowerColor AXR7 240 4GBK3-HE/OC,4.0,750.0,800.0,,,,,,,,
MSI V801-1279R,,,MSI V801-1279R,12.0,1000.0,1075.0,,,,,,,,
OcUK OcUK_TitanX,,,OcUK OcUK_TitanX,12.0,1000.0,1075.0,,,,,,,,
Gigabyte GV-R736OC-2GD,,,Gigabyte GV-R736OC-2GD,2.0,1050.0,1200.0,,,,,,,,
Gigabyte GV-R938WF2OC-2GD,,,Gigabyte GV-R938WF2OC-2GD,2.0,970.0,980.0,,,,,,,,
VisionTek 900814,,,VisionTek 900814,4.0,1050.0,,,,,,,,,
MSI R9 Fury X 4G,,,MSI R9 Fury X 4G,4.0,1050.0,,,,,,,,,
Asus STRIX-R9380-DC2OC-4G,,,Asus STRIX-R9380-DC2OC-4G,4.0,990.0,,,,,,,,,
MSI GAMING LE 100ME,,,MSI GAMING LE 100ME,4.0,1076.0,1216.0,,,,,,,,
Club 3D royalQueen OC,,,Club 3D royalQueen OC,4.0,980.0,,,,,,,,,
MSI GTX 950 2GD5T OC,,,MSI GTX 950 2GD5T OC,2.0,1076.0,1253.0,,,,,,,,
Zotac ZT-90602-10M,,,Zotac ZT-90602-10M,2.0,1102.0,1279.0,,,,,,,,
Gigabyte GV-N950XTREME-2GD,,,Gigabyte GV-N950XTREME-2GD,2.0,1203.0,1405.0,,,,,,,,
XFX R9-FURY-4WFA,,,XFX R9-FURY-4WFA,4.0,1000.0,,,,,,,,,
Gigabyte GV-N960IXOC-4GD,,,Gigabyte GV-N960IXOC-4GD,4.0,1165.0,1228.0,,,,,,,,
PNY VCGGTX9704R2XPB,,,PNY VCGGTX9704R2XPB,4.0,1050.0,1178.0,,,,,,,,
PNY VCGGTX7501XPB-BB,,,PNY VCGGTX7501XPB-BB,1.0,1020.0,,,,,,,,,
MSI GTX 950 2GD5 OC,,,MSI GTX 950 2GD5 OC,2.0,1076.0,1253.0,,,,,,,,
XFX R9-390P-8BD6,,,XFX R9-390P-8BD6,8.0,1000.0,,,,,,,,,
PowerColor PCS+ Myst Edition,,,PowerColor PCS+ Myst Edition,4.0,1020.0,,,,,,,,,
Gigabyte GV-N98TXTREME W-6GD,,,Gigabyte GV-N98TXTREME W-6GD,6.0,1216.0,1317.0,,,,,,,,
Gigabyte GV-N98TXTREME-6GD,,,Gigabyte GV-N98TXTREME-6GD,6.0,1216.0,1317.0,,,,,,,,
GALAX GXY-GTX960-2GD5-SOC,,,GALAX GXY-GTX960-2GD5-SOC,2.0,1228.0,1291.0,,,,,,,,
Asus R7360-OC-2GD5-V2,,,Asus R7360-OC-2GD5-V2,2.0,1070.0,1090.0,,,,,,,,
EVGA 02G-P4-1950-KR,,,EVGA 02G-P4-1950-KR,2.0,1025.0,1190.0,,,,,,,,
PNY VCGGT710XPB,,,PNY VCGGT710XPB,1.0,954.0,,,,,,,,,
XFX R7-370P-F24M,,,XFX R7-370P-F24M,4.0,995.0,,,,,,,,,
XFX R9-390X-8VR6,,,XFX R9-390X-8VR6,8.0,1050.0,,,,,,,,,
EVGA 02G-P4-0954,,,EVGA 02G-P4-0954,2.0,1025.0,1190.0,,,,,,,,
Sapphire 21253-00,,,Sapphire 21253-00,8.0,1000.0,,,,,,,,,
XFX R7-370P-F22M,,,XFX R7-370P-F22M,2.0,995.0,,,,,,,,,
Asus R7250-2GD5,,,Asus R7250-2GD5,2.0,725.0,925.0,,,,,,,,
Sapphire 21260-01-20G,,,Sapphire 21260-01-20G,4.0,1120.0,1266.0,,,,,,,,
Asus 90YV09Z0-U0NA00,,,Asus 90YV09Z0-U0NA00,8.0,1120.0,1266.0,,,,,,,,
Diamond RX480D58G,,,Diamond RX480D58G,8.0,1120.0,1266.0,,,,,,,,
HIS IceQ X² Turbo,,,HIS IceQ X² Turbo,4.0,926.0,1256.0,,,,,,,,
XFX RX-460P2SFG5,,,XFX RX-460P2SFG5,2.0,1090.0,1220.0,,,,,,,,
PNY VCQP6000SYNC-PB,,,PNY VCQP6000SYNC-PB,24.0,1417.0,1531.0,,,,,,,,
XFX RX-550P2TFG5,,,XFX RX-550P2TFG5,2.0,1100.0,1203.0,,,,,,,,
XFX RX-550P4TFG5,,,XFX RX-550P4TFG5,4.0,1100.0,1203.0,,,,,,,,
HIS Green Slim iCooler,,,HIS Green Slim iCooler,4.0,1100.0,1203.0,,,,,,,,
PNY vcggtx9502r2pb,,,PNY vcggtx9502r2pb,2.0,1025.0,1190.0,,,,,,,,
Gigabyte Radeon RX VEGA 64 Watercooling,,,Gigabyte Radeon RX VEGA 64 Watercooling,8.0,1406.0,1677.0,,,,,,,,
HIS Limited Edition,,,HIS Limited Edition,8.0,1247.0,1546.0,,,,,,,,
XFX RX-560P4SFGR,,,XFX RX-560P4SFGR,4.0,1175.0,1295.0,,,,,,,,
PowerColor AXRX VEGA 56 8GBHBM2-3DH,,,PowerColor AXRX VEGA 56 8GBHBM2-3DH,8.0,1156.0,1471.0,,,,,,,,
Sapphire 100420L,,,Sapphire 100420L,8.0,1156.0,1471.0,,,,,,,,
Sapphire 21276-00-20G,,,Sapphire 21276-00-20G,8.0,1156.0,1471.0,,,,,,,,
Gigabyte GV-RX550D5-2GD,,,Gigabyte GV-RX550D5-2GD,2.0,1183.0,1195.0,,,,,,,,
Gainward 426018336-3798,,,Gainward 426018336-3798,3.0,1506.0,1708.0,,,,,,,,
PNY VCGGTX10606PB-SF,,,PNY VCGGTX10606PB-SF,6.0,1506.0,1708.0,,,,,,,,
EVGA 01G-P3-3730-KR,,,EVGA 01G-P3-3730-KR,1.0,902.0,,,,,,,,,
EVGA 02G-P3-1735-KR,,,EVGA 02G-P3-1735-KR,1.0,902.0,,,,,,,,,
XFX RX-560P2SFG5,,,XFX RX-560P2SFG5,2.0,1295.0,,,,,,,,,
XFX RX-VEGMXWFXW,,,XFX RX-VEGMXWFXW,8.0,1406.0,1677.0,,,,,,,,
EVGA 08G-P4-5184-KR,,,EVGA 08G-P4-5184-KR,8.0,1607.0,1733.0,,,,,,,,
Asus STRIX Black Ops 4 Edition,,,Asus STRIX Black Ops 4 Edition,11.0,1350.0,1665.0,,,,,,,,
PowerColor AXVII 16GBHBM2-3DH,,,PowerColor AXVII 16GBHBM2-3DH,16.0,1400.0,1750.0,,,,,,,,
Asus AREZ Expedition,,,Asus AREZ Expedition,8.0,1168.0,1266.0,,,,,,,,
XFX RX-57XL8MFG6,,,XFX RX-57XL8MFG6,8.0,1465.0,1725.0,,,,,,,,
PowerColor AXRX 5700 8GBD6-M3DH,,,PowerColor AXRX 5700 8GBD6-M3DH,8.0,1465.0,1725.0,,,,,,,,
Gainward TRIPLE,,,Gainward TRIPLE,8.0,1515.0,1710.0,,,,,,,,
Inno3D iChill X3 Ultra,,,Inno3D iChill X3 Ultra,8.0,1470.0,1695.0,,,,,,,,
MSI Radeon RX 5500 XT GAMING 8G,,,MSI Radeon RX 5500 XT GAMING 8G,8.0,1647.0,1845.0,,,,,,,,
Palit White GameRock,,,Palit White GameRock,8.0,1650.0,1830.0,,,,,,,,
VisionTek 50th anniversary edition,,,VisionTek 50th anniversary edition,8.0,1680.0,1980.0,,,,,,,,
Gainward Phantom GLH,,,Gainward Phantom GLH,8.0,1650.0,1860.0,,,,,,,,
Palit GP OC,,,Palit GP OC,8.0,1650.0,1845.0,,,,,,,,
KFA2 EX White (1-Click OC),,,KFA2 EX White (1-Click OC),8.0,1410.0,1710.0,,,,,,,,
KFA2 EXG (1-Click OC),,,KFA2 EXG (1-Click OC),8.0,1575.0,1845.0,,,,,,,,
Asus KO GAMING V2,,,Asus KO GAMING V2,8.0,1410.0,1695.0,,,,,,,,
Gigabyte GAMING PRO Rev 2.0,,,Gigabyte GAMING PRO Rev 2.0,8.0,1410.0,1665.0,,,,,,,,
GALAX EX Gamer White (1-Click OC),,,GALAX EX Gamer White (1-Click OC),8.0,1500.0,1785.0,,,,,,,,
Biostar VA6756TML9,,,Biostar VA6756TML9,12.0,2150.0,2150.0,,,,,,,,
GALAX ST V2 (1-Click OC),,,GALAX ST V2 (1-Click OC),24.0,2235.0,2535.0,,,,,,,,
